FUND TYPE,DEPARTMENT CODE,DEPARTMENT DESCRIPTION,FUND CODE,FUND DESCRIPTION,ORGANIZATION CODE,DIVISION CODE,DIVISION DESCRIPTION,SECTION CODE,SECTION DESCRIPTION,SUB-SECTION CODE,SUB-SECTION DESCRIPTION,SCHEDULE/GRADE,BARGAINING UNIT,TITLE CODE,TITLE DESCRIPTION,BUDGETED UNIT,TOTAL BUDGETED UNIT,POSITION CONTROL,BUDGETED PAY RATE,TOTAL BUDGETED AMOUNT
LOCAL,91,CHICAGO PUBLIC LIBRARY,346,LIB F MAINT/OPERATN,1005,2005,CHICAGO PUBLIC LIBRARY,3015,Technical Services,4750,Unassigned Technical,BX 15,10,525,Assistant Coordinator of Collection Management,Annual,1,1,73752.00,73752.00
LOCAL,91,CHICAGO PUBLIC LIBRARY,346,LIB F MAINT/OPERATN,1005,2005,CHICAGO PUBLIC LIBRARY,3015,Technical Services,4750,Unassigned Technical,G 5,5,506,Librarian II,Annual,1,1,76524.00,76524.00
LOCAL,91,CHICAGO PUBLIC LIBRARY,346,LIB F MAINT/OPERATN,1005,2005,CHICAGO PUBLIC LIBRARY,3015,Technical Services,4750,Unassigned Technical,G 4,5,501,Librarian I,Annual,1,1,69300.00,69300.00
LOCAL,91,CHICAGO PUBLIC LIBRARY,346,LIB F MAINT/OPERATN,1005,2005,CHICAGO PUBLIC LIBRARY,3015,Technical Services,4750,Unassigned Technical,B 8,1,447,Senior Library Clerk,Annual,1,1,39912.00,39912.00
LOCAL,91,CHICAGO PUBLIC LIBRARY,346,LIB F MAINT/OPERATN,1005,2005,CHICAGO PUBLIC LIBRARY,3015,Technical Services,4750,Unassigned Technical,B 8,1,447,Senior Library Clerk,Annual,1,1,45828.00,45828.00
LOCAL,91,CHICAGO PUBLIC LIBRARY,346,LIB F MAINT/OPERATN,1005,2005,CHICAGO PUBLIC LIBRARY,3015,Technical Services,4750,Unassigned Technical,B 8,1,447,Senior Library Clerk,Annual,1,1,50280.00,50280.00
LOCAL,91,CHICAGO PUBLIC LIBRARY,346,LIB F MAINT/OPERATN,1005,2005,CHICAGO PUBLIC LIBRARY,3015,Technical Services,4750,Unassigned Technical,B 8,1,447,Senior Library Clerk,Annual,1,1,52740.00,52740.00
LOCAL,91,CHICAGO PUBLIC LIBRARY,346,LIB F MAINT/OPERATN,1005,2005,CHICAGO PUBLIC LIBRARY,3015,Technical Services,4750,Unassigned Technical,B 12,1,432,Supervising Clerk,Annual,1,1,76428.00,76428.00
LOCAL,91,CHICAGO PUBLIC LIBRARY,346,LIB F MAINT/OPERATN,1005,2005,CHICAGO PUBLIC LIBRARY,3015,Technical Services,4750,Unassigned Technical,B 10,1,431,Clerk IV,Annual,1,1,60600.00,60600.00
LOCAL,91,CHICAGO PUBLIC LIBRARY,346,LIB F MAINT/OPERATN,1005,2005,CHICAGO PUBLIC LIBRARY,3015,Technical Services,4750,Unassigned Technical,B 10,1,431,Clerk IV,Annual,2,1,55212.00,110424.00
LOCAL,91,CHICAGO PUBLIC LIBRARY,346,LIB F MAINT/OPERATN,1005,2005,CHICAGO PUBLIC LIBRARY,3015,Technical Services,4750,Unassigned Technical,B 10,1,431,Clerk IV,Annual,2,1,63456.00,126912.00
LOCAL,91,CHICAGO PUBLIC LIBRARY,346,LIB F MAINT/OPERATN,1005,2005,CHICAGO PUBLIC LIBRARY,3015,Technical Services,4750,Unassigned Technical,B 10,1,431,Clerk IV,Annual,3,1,52740.00,158220.00
LOCAL,91,CHICAGO PUBLIC LIBRARY,346,LIB F MAINT/OPERATN,1005,2005,CHICAGO PUBLIC LIBRARY,3015,Technical Services,4750,Unassigned Technical,B 8,1,430,Clerk III,Annual,1,1,45828.00,45828.00
LOCAL,91,CHICAGO PUBLIC LIBRARY,346,LIB F MAINT/OPERATN,1005,2005,CHICAGO PUBLIC LIBRARY,3015,Technical Services,4750,Unassigned Technical,B 10,1,302,Administrative Assistant II,Annual,1,1,60600.00,60600.00
LOCAL,91,CHICAGO PUBLIC LIBRARY,346,LIB F MAINT/OPERATN,1005,2005,CHICAGO PUBLIC LIBRARY,3015,Technical Services,4750,Unassigned Technical,1 0,0,15,Schedule Salary Adjustments,Annual,0,0,8678.00,8678.00
LOCAL,91,CHICAGO PUBLIC LIBRARY,346,LIB F MAINT/OPERATN,1005,2005,CHICAGO PUBLIC LIBRARY,3020,Property Management Services,4805,Unassigned Property Management Services,2 0,8,7185,Foreman of Motor Truck Drivers,Hourly,1,1,35.71,74277.00
LOCAL,91,CHICAGO PUBLIC LIBRARY,346,LIB F MAINT/OPERATN,1005,2005,CHICAGO PUBLIC LIBRARY,3020,Property Management Services,4805,Unassigned Property Management Services,2 0,8,7183,Motor Truck Driver,Hourly,4,1,33.85,281632.00
LOCAL,91,CHICAGO PUBLIC LIBRARY,346,LIB F MAINT/OPERATN,1005,2005,CHICAGO PUBLIC LIBRARY,3020,Property Management Services,4805,Unassigned Property Management Services,B 9,5,1815,Principal Storekeeper,Annual,1,1,50280.00,50280.00
LOCAL,91,CHICAGO PUBLIC LIBRARY,346,LIB F MAINT/OPERATN,1005,2005,CHICAGO PUBLIC LIBRARY,3020,Property Management Services,4805,Unassigned Property Management Services,B 6,1,1805,Stockhandler,Annual,1,1,36348.00,36348.00
LOCAL,91,CHICAGO PUBLIC LIBRARY,346,LIB F MAINT/OPERATN,1005,2005,CHICAGO PUBLIC LIBRARY,3020,Property Management Services,4805,Unassigned Property Management Services,B 6,1,1805,Stockhandler,Annual,1,1,38064.00,38064.00
LOCAL,91,CHICAGO PUBLIC LIBRARY,346,LIB F MAINT/OPERATN,1005,2005,CHICAGO PUBLIC LIBRARY,3020,Property Management Services,4805,Unassigned Property Management Services,1 0,0,15,Schedule Salary Adjustments,Annual,0,0,69.00,69.00
LOCAL,91,CHICAGO PUBLIC LIBRARY,346,LIB F MAINT/OPERATN,1005,2005,CHICAGO PUBLIC LIBRARY,3020,Property Management Services,4805,Unassigned Property Management Services,1 0,0,12,Contract Wage Increment - Prevailing Rate,Annual,0,0,5780.00,5780.00
GRANTS,1,OFFICE OF THE MAYOR,0P71,INNOVATIVE DELIVERY GRANT,1005,2800,INNOVATION DELIVERY GRANT,3800,Innovation Delivery Team,0,,1 0,9,9881,Assistant Administrative Secretary I,1,1,1,40008.00,40008.00
GRANTS,1,OFFICE OF THE MAYOR,0P71,INNOVATIVE DELIVERY GRANT,1005,2800,INNOVATION DELIVERY GRANT,3800,Innovation Delivery Team,0,,1 0,9,9684,Deputy Director,1,3,1,135000.00,405000.00
GRANTS,1,OFFICE OF THE MAYOR,0P71,INNOVATIVE DELIVERY GRANT,1005,2800,INNOVATION DELIVERY GRANT,3800,Innovation Delivery Team,0,,1 0,0,9637,Administrative Assistant,1,1,1,90000.00,90000.00
GRANTS,1,OFFICE OF THE MAYOR,0P71,INNOVATIVE DELIVERY GRANT,1005,2800,INNOVATION DELIVERY GRANT,3800,Innovation Delivery Team,0,,1 0,0,9637,Administrative Assistant,1,4,1,75000.00,300000.00
GRANTS,1,OFFICE OF THE MAYOR,0P71,INNOVATIVE DELIVERY GRANT,1005,2800,INNOVATION DELIVERY GRANT,3800,Innovation Delivery Team,0,,1 0,9,9627,Executive Director,1,1,1,154992.00,154992.00
GRANTS,1,OFFICE OF THE MAYOR,0P71,INNOVATIVE DELIVERY GRANT,1005,2800,INNOVATION DELIVERY GRANT,3800,Innovation Delivery Team,0,,1 0,0,44,Fringe Benefits,1,0,0,359874.00,359874.00
GRANTS,1,OFFICE OF THE MAYOR,929,COM ED SETTLEMENT FUND II,1005,2809,COMED SETTLEMENT FUND,3809,Peoples Energy Settlement,0,,1 0,9,9639,Assistant to Mayor,1,1,1,124992.00,124992.00
GRANTS,1,OFFICE OF THE MAYOR,929,COM ED SETTLEMENT FUND II,1005,2809,COMED SETTLEMENT FUND,3809,Peoples Energy Settlement,0,,1 0,0,9637,Administrative Assistant,1,2,1,83940.00,167880.00
GRANTS,1,OFFICE OF THE MAYOR,929,COM ED SETTLEMENT FUND II,1005,2809,COMED SETTLEMENT FUND,3809,Peoples Energy Settlement,0,,1 0,0,44,Fringe Benefits,1,0,0,109124.00,109124.00
GRANTS,5,OFFICE OF BUDGET & MANAGEMENT,75,OBM GRANT MANAGEMT,1005,2855,GRANTS MANAGEMENT,3935,Grants Administration,0,,1 0,9,9656,Deputy Budget Director,1,1,1,110880.00,110880.00
GRANTS,5,OFFICE OF BUDGET & MANAGEMENT,75,OBM GRANT MANAGEMT,1005,2855,GRANTS MANAGEMENT,3935,Grants Administration,0,,BX 13,10,1913,Assistant Project Coordinator,1,1,1,67224.00,67224.00
GRANTS,5,OFFICE OF BUDGET & MANAGEMENT,75,OBM GRANT MANAGEMT,1005,2855,GRANTS MANAGEMENT,3935,Grants Administration,0,,BX 15,20,1302,Administrative Services Officer II,1,1,1,70380.00,70380.00
GRANTS,5,OFFICE OF BUDGET & MANAGEMENT,75,OBM GRANT MANAGEMT,1005,2855,GRANTS MANAGEMENT,3935,Grants Administration,0,,3 0,9,1124,Assistant Budget Director,1,1,1,97728.00,97728.00
GRANTS,5,OFFICE OF BUDGET & MANAGEMENT,75,OBM GRANT MANAGEMT,1005,2855,GRANTS MANAGEMENT,3935,Grants Administration,0,,GY 8,20,1107,Principal Budget Analyst,1,1,1,87660.00,87660.00
GRANTS,5,OFFICE OF BUDGET & MANAGEMENT,75,OBM GRANT MANAGEMT,1005,2855,GRANTS MANAGEMENT,3935,Grants Administration,0,,GY 7,20,1105,Senior Budget Analyst,1,3,1,80256.00,240768.00
GRANTS,5,OFFICE OF BUDGET & MANAGEMENT,75,OBM GRANT MANAGEMT,1005,2855,GRANTS MANAGEMENT,3935,Grants Administration,0,,3 0,0,603,Assistant Director of Information Systems,1,1,1,101700.00,101700.00
GRANTS,5,OFFICE OF BUDGET & MANAGEMENT,75,OBM GRANT MANAGEMT,1005,2855,GRANTS MANAGEMENT,3935,Grants Administration,0,,3 0,0,379,Director of Administration,1,1,1,111996.00,111996.00
GRANTS,5,OFFICE OF BUDGET & MANAGEMENT,75,OBM GRANT MANAGEMT,1005,2855,GRANTS MANAGEMENT,3935,Grants Administration,0,,BX 12,20,323,Administrative Assistant III - Excluded,1,1,1,55044.00,55044.00
GRANTS,5,OFFICE OF BUDGET & MANAGEMENT,75,OBM GRANT MANAGEMT,1005,2855,GRANTS MANAGEMENT,3935,Grants Administration,0,,1 0,0,44,Fringe Benefits,1,0,0,351503.00,351503.00
GRANTS,5,OFFICE OF BUDGET & MANAGEMENT,75,OBM GRANT MANAGEMT,1005,2855,GRANTS MANAGEMENT,3935,Grants Administration,0,,1 0,0,15,Schedule Salary Adjustments,1,0,0,1265.00,1265.00
GRANTS,6,DOIT,0P52,HEALTH IT COORDINATOR,1005,2800,HEALTH IT COORDINATOR,3800,Health Information Technology Coordinator,0,,3 0,9,311,Projects Administrator,1,1,1,73980.00,73980.00
GRANTS,6,DOIT,0P52,HEALTH IT COORDINATOR,1005,2800,HEALTH IT COORDINATOR,3800,Health Information Technology Coordinator,0,,1 0,0,44,Fringe Benefits,1,0,0,27565.00,27565.00
GRANTS,6,DOIT,0H05,HEALTH SERVICES PROGRAM INCOME,1005,2810,HEALTH ENTERPRISE SYSTEMS,3810,Health Enterprise Systems,0,,G 8,4,643,Senior Data Base Analyst - Per Agreement,1,1,1,99648.00,99648.00
GRANTS,6,DOIT,0H05,HEALTH SERVICES PROGRAM INCOME,1005,2810,HEALTH ENTERPRISE SYSTEMS,3810,Health Enterprise Systems,0,,G 8,4,637,Senior Programmer/Analyst - Per Agreement,1,1,1,99648.00,99648.00
GRANTS,6,DOIT,0H05,HEALTH SERVICES PROGRAM INCOME,1005,2810,HEALTH ENTERPRISE SYSTEMS,3810,Health Enterprise Systems,0,,B 17,1,633,Principal Telecommunications Specialist,1,1,1,86976.00,86976.00
GRANTS,6,DOIT,0H05,HEALTH SERVICES PROGRAM INCOME,1005,2810,HEALTH ENTERPRISE SYSTEMS,3810,Health Enterprise Systems,0,,G 6,4,628,Programmer/Analyst - Per Agreement,1,1,1,83640.00,83640.00
GRANTS,6,DOIT,0H05,HEALTH SERVICES PROGRAM INCOME,1005,2810,HEALTH ENTERPRISE SYSTEMS,3810,Health Enterprise Systems,0,,3 0,10,602,Principal Systems Programmer,1,1,1,96768.00,96768.00
GRANTS,6,DOIT,0H05,HEALTH SERVICES PROGRAM INCOME,1005,2810,HEALTH ENTERPRISE SYSTEMS,3810,Health Enterprise Systems,0,,BX 16,20,309,Coordinator of Special Projects,1,1,1,77280.00,77280.00
GRANTS,6,DOIT,0H05,HEALTH SERVICES PROGRAM INCOME,1005,2810,HEALTH ENTERPRISE SYSTEMS,3810,Health Enterprise Systems,0,,B 12,1,303,Administrative Assistant III,1,1,1,60600.00,60600.00
GRANTS,6,DOIT,0H05,HEALTH SERVICES PROGRAM INCOME,1005,2810,HEALTH ENTERPRISE SYSTEMS,3810,Health Enterprise Systems,0,,1 0,0,44,Fringe Benefits,1,0,0,225260.00,225260.00
GRANTS,6,DOIT,0H05,HEALTH SERVICES PROGRAM INCOME,1005,2810,HEALTH ENTERPRISE SYSTEMS,3810,Health Enterprise Systems,0,,1 0,0,15,Schedule Salary Adjustments,1,0,0,5855.00,5855.00
GRANTS,6,DOIT,847,DOH BIOTERRORISM GRANT PGM,1005,2811,HEALTH EMERGENCY PREPAREDNESS,3811,Health Emergency Preparedness,0,,G 8,4,637,Senior Programmer/Analyst - Per Agreement,1,1,1,94452.00,94452.00
GRANTS,6,DOIT,847,DOH BIOTERRORISM GRANT PGM,1005,2811,HEALTH EMERGENCY PREPAREDNESS,3811,Health Emergency Preparedness,0,,3 0,10,629,Principal Programmer/Analyst,1,1,1,86796.00,86796.00
GRANTS,6,DOIT,847,DOH BIOTERRORISM GRANT PGM,1005,2811,HEALTH EMERGENCY PREPAREDNESS,3811,Health Emergency Preparedness,0,,G 6,4,628,Programmer/Analyst - Per Agreement,1,1,1,68616.00,68616.00
GRANTS,6,DOIT,847,DOH BIOTERRORISM GRANT PGM,1005,2811,HEALTH EMERGENCY PREPAREDNESS,3811,Health Emergency Preparedness,0,,B 15,1,627,Senior Telecommunications Specialist,1,1,1,72192.00,72192.00
GRANTS,6,DOIT,847,DOH BIOTERRORISM GRANT PGM,1005,2811,HEALTH EMERGENCY PREPAREDNESS,3811,Health Emergency Preparedness,0,,3 0,10,625,Chief Programmer/Analyst,1,1,1,112332.00,112332.00
GRANTS,6,DOIT,847,DOH BIOTERRORISM GRANT PGM,1005,2811,HEALTH EMERGENCY PREPAREDNESS,3811,Health Emergency Preparedness,0,,1 0,0,44,Fringe Benefits,1,0,0,161853.00,161853.00
GRANTS,6,DOIT,847,DOH BIOTERRORISM GRANT PGM,1005,2811,HEALTH EMERGENCY PREPAREDNESS,3811,Health Emergency Preparedness,0,,1 0,0,15,Schedule Salary Adjustments,1,0,0,2508.00,2508.00
GRANTS,6,DOIT,566,WIC,1005,2812,HEALTH TECHNOLOGY,3812,Health Technology,0,,GY 8,20,605,Senior Systems Programmer - Per Agreement,1,1,1,87660.00,87660.00
GRANTS,6,DOIT,566,WIC,1005,2812,HEALTH TECHNOLOGY,3812,Health Technology,0,,1 0,0,44,Fringe Benefits,1,0,0,32662.00,32662.00
GRANTS,6,DOIT,562,AIDS-CARE ACT,1005,2815,HEALTH STI/HIV TECHNOLOGY,3815,Health STI/HIV Technology,0,,GY 8,20,1141,Principal Operations Analyst,1,1,1,79464.00,79464.00
GRANTS,6,DOIT,562,AIDS-CARE ACT,1005,2815,HEALTH STI/HIV TECHNOLOGY,3815,Health STI/HIV Technology,0,,G 8,4,637,Senior Programmer/Analyst - Per Agreement,1,1,1,99648.00,99648.00
GRANTS,6,DOIT,562,AIDS-CARE ACT,1005,2815,HEALTH STI/HIV TECHNOLOGY,3815,Health STI/HIV Technology,0,,1 0,0,44,Fringe Benefits,1,0,0,66737.00,66737.00
GRANTS,6,DOIT,562,AIDS-CARE ACT,1005,2815,HEALTH STI/HIV TECHNOLOGY,3815,Health STI/HIV Technology,0,,1 0,0,15,Schedule Salary Adjustments,1,0,0,303.00,303.00
GRANTS,6,DOIT,0S60,ARRA - PCC SMART CHICAGO PUBLIC COMPUTER,1005,2818,ARRA - BTOP PUBLIC COMPUTER CR,3818,ARRA - BTOP Public Computer Centers,0,,3 0,9,311,Projects Administrator,1,1,1,78372.00,78372.00
GRANTS,6,DOIT,0S60,ARRA - PCC SMART CHICAGO PUBLIC COMPUTER,1005,2818,ARRA - BTOP PUBLIC COMPUTER CR,3818,ARRA - BTOP Public Computer Centers,0,,1 0,0,44,Fringe Benefits,1,0,0,29201.00,29201.00
GRANTS,27,FINANCE,585,CHILD CARE,1005,2800,DHS ACCOUNTING,3800,DHS Accounting,0,,G 7,4,104,Accountant IV,1,1,1,91224.00,91224.00
GRANTS,27,FINANCE,890,HEAD START,1005,2801,DHS ACCOUNTING,3801,DHS Accounting,0,,B 11,1,190,Accounting Technician II,1,2,1,69648.00,139296.00
GRANTS,27,FINANCE,890,HEAD START,1005,2801,DHS ACCOUNTING,3801,DHS Accounting,0,,G 7,4,104,Accountant IV,1,1,1,65424.00,65424.00
GRANTS,27,FINANCE,890,HEAD START,1005,2801,DHS ACCOUNTING,3801,DHS Accounting,0,,1 0,0,44,Fringe Benefits,1,0,0,76279.00,76279.00
GRANTS,27,FINANCE,890,HEAD START,1005,2801,DHS ACCOUNTING,3801,DHS Accounting,0,,1 0,0,15,Schedule Salary Adjustments,1,0,0,1542.00,1542.00
GRANTS,38,FLEET AND FACILITY MANAGEMENT,929,COM ED SETTLEMENT FUND II,1005,2838,COMED ENVIRONMENTAL FUND,3838,Comed Environmental Fund,0,,1 0,9,9679,Deputy Commissioner,1,1,1,95808.00,95808.00
GRANTS,38,FLEET AND FACILITY MANAGEMENT,929,COM ED SETTLEMENT FUND II,1005,2838,COMED ENVIRONMENTAL FUND,3838,Comed Environmental Fund,0,,3 0,20,5636,Assistant Project Director,1,1,1,83352.00,83352.00
GRANTS,38,FLEET AND FACILITY MANAGEMENT,929,COM ED SETTLEMENT FUND II,1005,2838,COMED ENVIRONMENTAL FUND,3838,Comed Environmental Fund,0,,G 7,4,2081,Environmental Engineer II,1,1,1,91224.00,91224.00
GRANTS,38,FLEET AND FACILITY MANAGEMENT,929,COM ED SETTLEMENT FUND II,1005,2838,COMED ENVIRONMENTAL FUND,3838,Comed Environmental Fund,0,,G 7,4,2081,Environmental Engineer II,1,1,1,79212.00,79212.00
GRANTS,38,FLEET AND FACILITY MANAGEMENT,929,COM ED SETTLEMENT FUND II,1005,2838,COMED ENVIRONMENTAL FUND,3838,Comed Environmental Fund,0,,G 8,4,2073,Environmental Engineer III,1,1,1,90324.00,90324.00
GRANTS,38,FLEET AND FACILITY MANAGEMENT,929,COM ED SETTLEMENT FUND II,1005,2838,COMED ENVIRONMENTAL FUND,3838,Comed Environmental Fund,0,,3 0,10,1459,Director of Energy Management,1,1,1,102024.00,102024.00
GRANTS,38,FLEET AND FACILITY MANAGEMENT,929,COM ED SETTLEMENT FUND II,1005,2838,COMED ENVIRONMENTAL FUND,3838,Comed Environmental Fund,0,,3 0,20,1454,Director of Project Development,1,1,1,83352.00,83352.00
GRANTS,38,FLEET AND FACILITY MANAGEMENT,929,COM ED SETTLEMENT FUND II,1005,2838,COMED ENVIRONMENTAL FUND,3838,Comed Environmental Fund,0,,1 0,0,44,Fringe Benefits,1,0,0,232985.00,232985.00
GRANTS,38,FLEET AND FACILITY MANAGEMENT,929,COM ED SETTLEMENT FUND II,1005,2838,COMED ENVIRONMENTAL FUND,3838,Comed Environmental Fund,0,,1 0,0,15,Schedule Salary Adjustments,1,0,0,1493.00,1493.00
GRANTS,41,DEPARTMENT OF PUBLIC HEALTH,352,LOCAL HEALTH PROTECTION,1005,2702,TEEN PREGNANCY PREVENTION-CPS,3702,Teen Pregnancy Prevention - Chicago Public Schools,0,,B 14,4,3466,Public Health Administrator II,1,2,1,54672.00,109344.00
GRANTS,41,DEPARTMENT OF PUBLIC HEALTH,352,LOCAL HEALTH PROTECTION,1005,2702,TEEN PREGNANCY PREVENTION-CPS,3702,Teen Pregnancy Prevention - Chicago Public Schools,0,,BX 17,10,3092,Program Director,1,1,1,63516.00,63516.00
GRANTS,41,DEPARTMENT OF PUBLIC HEALTH,352,LOCAL HEALTH PROTECTION,1005,2702,TEEN PREGNANCY PREVENTION-CPS,3702,Teen Pregnancy Prevention - Chicago Public Schools,0,,B 10,1,302,Administrative Assistant II,1,1,1,37704.00,37704.00
GRANTS,41,DEPARTMENT OF PUBLIC HEALTH,352,LOCAL HEALTH PROTECTION,1005,2702,TEEN PREGNANCY PREVENTION-CPS,3702,Teen Pregnancy Prevention - Chicago Public Schools,0,,1 0,0,44,Fringe Benefits,1,0,0,78457.00,78457.00
GRANTS,41,DEPARTMENT OF PUBLIC HEALTH,352,LOCAL HEALTH PROTECTION,1005,2702,TEEN PREGNANCY PREVENTION-CPS,3702,Teen Pregnancy Prevention - Chicago Public Schools,0,,1 0,0,15,Schedule Salary Adjustments,1,0,0,4998.00,4998.00
GRANTS,41,DEPARTMENT OF PUBLIC HEALTH,0H01,CDC,1005,2705,PUBLIC HEALTH INFRASTRUCTURE I,3705,Public Health Infrastructure (Component I),0,,1 0,9,9679,Deputy Commissioner,1,1,1,110004.00,110004.00
GRANTS,41,DEPARTMENT OF PUBLIC HEALTH,0H01,CDC,1005,2705,PUBLIC HEALTH INFRASTRUCTURE I,3705,Public Health Infrastructure (Component I),0,,4 0,9,404,Student Intern,5,420,0,10.00,4200.00
GRANTS,41,DEPARTMENT OF PUBLIC HEALTH,0H01,CDC,1005,2705,PUBLIC HEALTH INFRASTRUCTURE I,3705,Public Health Infrastructure (Component I),0,,1 0,0,44,Fringe Benefits,1,0,0,42552.00,42552.00
GRANTS,41,DEPARTMENT OF PUBLIC HEALTH,517,EPIDEMIOLOGY AND LAB CAPACITY,1005,2710,BUILDING EPIDEMIOLOGY AND HLTH,3710,Building Epidemiology And Health IT Capacity,0,,G 7,4,3414,Epidemiologist II,1,2,1,65424.00,130848.00
GRANTS,41,DEPARTMENT OF PUBLIC HEALTH,517,EPIDEMIOLOGY AND LAB CAPACITY,1005,2710,BUILDING EPIDEMIOLOGY AND HLTH,3710,Building Epidemiology And Health IT Capacity,0,,1 0,0,44,Fringe Benefits,1,0,0,48754.00,48754.00
GRANTS,41,DEPARTMENT OF PUBLIC HEALTH,517,EPIDEMIOLOGY AND LAB CAPACITY,1005,2710,BUILDING EPIDEMIOLOGY AND HLTH,3710,Building Epidemiology And Health IT Capacity,0,,1 0,0,15,Schedule Salary Adjustments,1,0,0,3084.00,3084.00
GRANTS,41,DEPARTMENT OF PUBLIC HEALTH,0H97,FAMILY PLANNING,1005,2711,HIV TESTING AND PREVENTION,3711,HIV Testing And Prevention Project,0,,S 4,37,3751,Public Health Nurse I,1,1,1,58476.00,58476.00
GRANTS,41,DEPARTMENT OF PUBLIC HEALTH,0H97,FAMILY PLANNING,1005,2711,HIV TESTING AND PREVENTION,3711,HIV Testing And Prevention Project,0,,1 0,0,44,Fringe Benefits,1,0,0,21788.00,21788.00
GRANTS,41,DEPARTMENT OF PUBLIC HEALTH,0P16,USEPA - FEDERAL,1005,2714,AIR POLLUTION CONTROL PROGRAM,3714,Air Pollution Control Program,0,,G 7,4,2081,Environmental Engineer II,1,2,1,91224.00,182448.00
GRANTS,41,DEPARTMENT OF PUBLIC HEALTH,0P16,USEPA - FEDERAL,1005,2714,AIR POLLUTION CONTROL PROGRAM,3714,Air Pollution Control Program,0,,B 14,3,2077,Senior Environmental Inspector,1,2,1,72936.00,145872.00
GRANTS,41,DEPARTMENT OF PUBLIC HEALTH,0P16,USEPA - FEDERAL,1005,2714,AIR POLLUTION CONTROL PROGRAM,3714,Air Pollution Control Program,0,,G 6,4,2074,Environmental Engineer I,1,1,1,79212.00,79212.00
GRANTS,41,DEPARTMENT OF PUBLIC HEALTH,0P16,USEPA - FEDERAL,1005,2714,AIR POLLUTION CONTROL PROGRAM,3714,Air Pollution Control Program,0,,G 8,4,2073,Environmental Engineer III,1,1,1,99648.00,99648.00
GRANTS,41,DEPARTMENT OF PUBLIC HEALTH,0P16,USEPA - FEDERAL,1005,2714,AIR POLLUTION CONTROL PROGRAM,3714,Air Pollution Control Program,0,,3 0,10,2072,Supervising Environmental Engineer,1,1,1,95832.00,95832.00
GRANTS,41,DEPARTMENT OF PUBLIC HEALTH,0P16,USEPA - FEDERAL,1005,2714,AIR POLLUTION CONTROL PROGRAM,3714,Air Pollution Control Program,0,,B 6,1,429,Clerk II,1,1,1,34380.00,34380.00
GRANTS,41,DEPARTMENT OF PUBLIC HEALTH,0P16,USEPA - FEDERAL,1005,2714,AIR POLLUTION CONTROL PROGRAM,3714,Air Pollution Control Program,0,,1 0,0,44,Fringe Benefits,1,0,0,237492.00,237492.00
GRANTS,41,DEPARTMENT OF PUBLIC HEALTH,0P16,USEPA - FEDERAL,1005,2714,AIR POLLUTION CONTROL PROGRAM,3714,Air Pollution Control Program,0,,1 0,0,15,Schedule Salary Adjustments,1,0,0,1128.00,1128.00
GRANTS,41,DEPARTMENT OF PUBLIC HEALTH,23,UNDERGROUND STORAGE TANK,1005,2720,UNDERGROUND STORAGE TANK,3720,Underground Storage Tank Inspection,0,,B 14,3,2083,Environmental Investigator,1,1,1,76428.00,76428.00
GRANTS,41,DEPARTMENT OF PUBLIC HEALTH,23,UNDERGROUND STORAGE TANK,1005,2720,UNDERGROUND STORAGE TANK,3720,Underground Storage Tank Inspection,0,,BX 15,10,2080,Supervising Environmental Inspector,1,1,1,67224.00,67224.00
GRANTS,41,DEPARTMENT OF PUBLIC HEALTH,23,UNDERGROUND STORAGE TANK,1005,2720,UNDERGROUND STORAGE TANK,3720,Underground Storage Tank Inspection,0,,B 14,3,2077,Senior Environmental Inspector,1,1,1,72936.00,72936.00
GRANTS,41,DEPARTMENT OF PUBLIC HEALTH,23,UNDERGROUND STORAGE TANK,1005,2720,UNDERGROUND STORAGE TANK,3720,Underground Storage Tank Inspection,0,,B 14,3,2077,Senior Environmental Inspector,1,1,1,65808.00,65808.00
GRANTS,41,DEPARTMENT OF PUBLIC HEALTH,23,UNDERGROUND STORAGE TANK,1005,2720,UNDERGROUND STORAGE TANK,3720,Underground Storage Tank Inspection,0,,3 0,10,2072,Supervising Environmental Engineer,1,1,1,95832.00,95832.00
GRANTS,41,DEPARTMENT OF PUBLIC HEALTH,23,UNDERGROUND STORAGE TANK,1005,2720,UNDERGROUND STORAGE TANK,3720,Underground Storage Tank Inspection,0,,B 12,1,303,Administrative Assistant III,1,1,1,66492.00,66492.00
GRANTS,41,DEPARTMENT OF PUBLIC HEALTH,23,UNDERGROUND STORAGE TANK,1005,2720,UNDERGROUND STORAGE TANK,3720,Underground Storage Tank Inspection,0,,1 0,0,44,Fringe Benefits,1,0,0,165703.00,165703.00
GRANTS,41,DEPARTMENT OF PUBLIC HEALTH,23,UNDERGROUND STORAGE TANK,1005,2720,UNDERGROUND STORAGE TANK,3720,Underground Storage Tank Inspection,0,,1 0,0,15,Schedule Salary Adjustments,1,0,0,4780.00,4780.00
GRANTS,41,DEPARTMENT OF PUBLIC HEALTH,267,ENVIRONMENTAL PGM,1005,2721,RESOURCE CONSERVATION,3721,Resource Conservation,0,,1 0,9,9679,Deputy Commissioner,1,1,1,97728.00,97728.00
GRANTS,41,DEPARTMENT OF PUBLIC HEALTH,267,ENVIRONMENTAL PGM,1005,2721,RESOURCE CONSERVATION,3721,Resource Conservation,0,,1 0,0,44,Fringe Benefits,1,0,0,36413.00,36413.00
